id,claim_type,policy_category,city,city_region,estimated_amount_pkr,description_length,days_incident_to_submit,amount_to_premium_ratio,user_claims_7d,user_claims_30d,user_rejected_claims,status,high_risk
4148,accident,auto,abbottabad,kpk,33605,64,27,3.2547,1,2,0,approved,0
4149,auto,auto,rawalpindi,punjab,55670,44,10,3.3297,0,3,0,submitted,0
4150,other,pet,hyderabad,sindh,12382,56,27,0.5361,0,4,0,submitted,0
4151,theft,home,multan,punjab,5000,56,17,0.5729,2,8,1,in_review,0
4152,life,life,peshawar,kpk,45848,44,19,2.2846,1,7,0,submitted,0
4153,home,home,faisalabad,punjab,200851,44,22,13.2794,1,3,3,rejected,1
4154,auto,auto,islamabad,islamabad,76395,61,10,11.4587,0,6,0,submitted,1
4155,auto,auto,abbottabad,kpk,38718,56,6,2.8515,1,4,0,rejected,1
4156,home,home,karachi,sindh,132112,58,9,6.5639,1,7,1,approved,0
4157,damage,home,rawalpindi,punjab,207528,64,32,12.3089,1,7,0,rejected,1
4158,damage,home,lahore,punjab,13440,53,25,0.8035,0,5,0,approved,0
4159,other,life,faisalabad,punjab,37725,53,15,7.6074,0,5,0,approved,0
4160,life,life,hyderabad,sindh,119977,44,0,6.3212,0,4,1,submitted,0
4161,auto,auto,faisalabad,punjab,18096,61,16,1.5763,0,2,0,approved,0
4162,accident,life,sukkur,sindh,13941,44,27,3.8554,2,6,1,submitted,0
4163,damage,home,rawalpindi,punjab,24844,64,0,1.1922,0,1,2,rejected,1
4164,pet_care,pet,peshawar,kpk,15154,58,2,0.6156,1,2,2,approved,0
4165,accident,life,quetta,balochistan,34175,44,27,3.2059,0,6,1,submitted,0
4166,other,auto,peshawar,kpk,6964,44,30,0.3517,1,1,1,approved,0
4167,other,auto,abbottabad,kpk,42449,64,1,2.852,4,4,3,rejected,1
4168,damage,home,sukkur,sindh,54605,44,22,11.1439,0,1,0,approved,0
4169,home,home,faisalabad,punjab,62738,45,11,5.1458,2,3,0,in_review,0
4170,theft,auto,gujranwala,punjab,30661,44,16,2.8898,2,2,2,submitted,1
4171,accident,auto,quetta,balochistan,36154,64,27,10.5467,1,7,0,approved,0
4172,theft,home,faisalabad,punjab,14841,64,24,1.3683,0,2,0,approved,0
4173,damage,home,faisalabad,punjab,95943,56,27,9.2529,1,3,0,approved,0
4174,auto,auto,lahore,punjab,24498,56,18,3.9634,0,5,0,approved,0
4175,life,life,sukkur,sindh,122954,53,30,30.6389,0,5,2,rejected,1
4176,theft,home,abbottabad,kpk,11332,64,0,0.4536,0,4,0,approved,0
4177,theft,auto,islamabad,islamabad,5000,45,27,0.274,2,4,1,in_review,1
4178,pet_care,pet,peshawar,kpk,13202,64,4,0.7897,1,2,0,submitted,0
4179,accident,auto,peshawar,kpk,20564,53,19,1.2618,0,2,0,approved,0
4180,theft,home,multan,punjab,25108,61,21,1.1345,1,3,1,approved,0
4181,damage,home,peshawar,kpk,23554,45,24,1.2656,0,4,0,approved,0
4182,pet_care,pet,gujranwala,punjab,8558,44,27,2.5731,0,3,0,submitted,0
4183,auto,auto,abbottabad,kpk,6475,45,18,0.4396,0,5,3,submitted,1
4184,theft,auto,mardan,kpk,9707,64,28,0.3968,0,0,0,in_review,0
4185,pet,pet,multan,punjab,5000,64,25,0.3155,1,5,0,in_review,0
4186,accident,life,hyderabad,sindh,39087,56,28,14.0097,2,4,0,submitted,0
4187,pet_care,pet,abbottabad,kpk,8629,45,14,0.5554,0,6,1,approved,0
4188,theft,home,lahore,punjab,38000,53,20,2.1479,1,5,0,submitted,0
4189,auto,auto,sialkot,punjab,11999,64,2,0.9515,0,5,2,rejected,1
4190,home,home,sukkur,sindh,85200,61,16,27.9803,1,6,0,in_review,0
4191,accident,life,multan,punjab,44169,64,15,4.1345,0,6,1,approved,0
4192,medical,life,peshawar,kpk,61615,64,18,3.1875,0,0,0,submitted,0
4193,home,home,islamabad,islamabad,65285,44,3,2.8377,0,2,0,approved,0
4194,home,home,sukkur,sindh,27707,58,21,1.5828,1,5,0,approved,0
4195,theft,home,sukkur,sindh,35407,53,8,4.5272,0,3,0,approved,0
4196,medical,auto,hyderabad,sindh,42751,56,10,1.8183,1,6,2,rejected,1
4197,damage,auto,peshawar,kpk,18608,58,17,3.9158,3,7,2,rejected,1
4198,damage,auto,sialkot,punjab,124704,64,15,18.1546,0,6,0,approved,0
4199,home,home,sialkot,punjab,18083,45,26,1.1601,0,6,1,in_review,0
4200,pet,pet,hyderabad,sindh,12926,58,1,0.7015,3,9,2,rejected,1
4201,theft,home,gujranwala,punjab,35002,56,28,1.5962,0,6,2,rejected,1
4202,pet_care,pet,rawalpindi,punjab,11498,53,23,0.9809,1,7,0,approved,0
4203,damage,auto,multan,punjab,9267,44,24,1.016,0,5,0,approved,0
4204,damage,home,mardan,kpk,83646,61,9,29.0841,1,1,0,approved,0
4205,accident,life,peshawar,kpk,32909,44,27,20.6068,0,3,0,in_review,1
4206,theft,home,quetta,balochistan,7613,45,4,2.7209,0,5,0,rejected,1
4207,home,home,quetta,balochistan,104046,64,0,4.9917,2,8,0,approved,0
4208,auto,auto,lahore,punjab,26725,56,25,1.9412,0,0,0,approved,0
4209,pet,pet,peshawar,kpk,18075,64,22,0.7391,3,8,2,submitted,0
4210,damage,auto,sukkur,sindh,5000,58,7,0.2335,2,5,3,rejected,1
4211,pet_care,pet,karachi,sindh,5000,45,8,0.2582,3,5,2,in_review,1
4212,pet,pet,hyderabad,sindh,5000,44,29,0.3133,0,2,0,approved,0
4213,home,home,islamabad,islamabad,15263,56,18,1.3499,0,3,0,approved,0
4214,damage,auto,faisalabad,punjab,18786,58,16,1.2904,4,5,1,rejected,1
4215,pet,pet,multan,punjab,14827,61,14,1.4818,1,5,0,in_review,0
4216,accident,auto,faisalabad,punjab,41021,56,30,2.1976,0,6,0,approved,0
4217,auto,auto,hyderabad,sindh,38531,56,29,1.6483,3,5,2,submitted,0
4218,home,home,sukkur,sindh,30805,61,2,2.7504,0,6,0,submitted,0
4219,home,home,sialkot,punjab,212902,56,12,23.3317,1,5,0,approved,0
4220,auto,auto,sialkot,punjab,52932,61,26,10.5024,2,8,2,in_review,1
4221,home,home,peshawar,kpk,34192,64,28,2.2657,0,6,0,approved,0
4222,damage,auto,karachi,sindh,11764,64,29,0.8551,1,5,0,in_review,0
4223,home,home,karachi,sindh,62841,58,28,3.2574,1,1,0,approved,0
4224,damage,home,mardan,kpk,28163,44,23,2.6544,0,5,0,approved,0
4225,life,life,gujranwala,punjab,79085,53,5,3.2952,2,2,0,submitted,0
4226,theft,home,karachi,sindh,27643,53,8,1.935,0,4,0,approved,0
4227,pet,pet,multan,punjab,15770,64,28,2.6161,0,6,0,approved,0
4228,medical,auto,lahore,punjab,35374,64,8,1.6091,1,5,1,approved,0
4229,accident,life,hyderabad,sindh,7532,44,13,0.4031,0,2,0,approved,0
4230,pet,pet,rawalpindi,punjab,7773,53,29,0.757,0,5,0,approved,0
4231,accident,auto,hyderabad,sindh,42253,64,26,3.6688,1,1,0,approved,0
4232,theft,auto,abbottabad,kpk,18257,44,12,3.9203,0,2,1,approved,0
4233,damage,home,hyderabad,sindh,73897,45,11,42.0586,1,7,0,in_review,0
4234,auto,auto,hyderabad,sindh,5000,44,16,0.5304,0,3,0,approved,0
4235,auto,auto,abbottabad,kpk,42775,53,6,4.9263,0,5,1,approved,0
4236,auto,auto,multan,punjab,51853,56,17,15.6845,0,3,2,rejected,1
4237,other,pet,sukkur,sindh,10907,56,29,1.7133,1,1,0,approved,0
4238,pet,pet,mardan,kpk,7116,45,15,0.3278,0,1,2,rejected,1
4239,auto,auto,lahore,punjab,26752,56,21,1.623,2,4,0,approved,0
4240,life,life,abbottabad,kpk,36552,61,25,1.7207,2,8,1,approved,0
4241,pet_care,pet,karachi,sindh,5759,53,13,0.5147,1,3,3,rejected,1
4242,medical,life,quetta,balochistan,186779,58,11,97.7389,0,1,0,rejected,1
4243,accident,auto,hyderabad,sindh,22448,56,0,1.008,0,6,0,submitted,0
4244,pet,pet,hyderabad,sindh,9752,44,23,1.0083,1,4,0,submitted,0
4245,other,others,lahore,punjab,34961,44,12,1.4635,0,5,3,rejected,1
4246,medical,auto,quetta,balochistan,225346,64,26,95.0025,3,3,2,rejected,1
4247,accident,life,multan,punjab,38646,61,11,6.662,4,4,2,rejected,1
4248,auto,auto,islamabad,islamabad,49664,56,27,3.0759,0,3,1,approved,0
4249,theft,home,hyderabad,sindh,28897,64,13,3.7176,0,3,0,approved,0
4250,life,life,quetta,balochistan,25366,64,7,9.1607,0,5,0,approved,0
4251,medical,life,mardan,kpk,12175,45,8,0.7303,1,4,0,submitted,0
4252,home,home,gujranwala,punjab,39598,44,12,2.8278,0,6,2,in_review,1
4253,pet_care,pet,lahore,punjab,18434,58,24,11.0715,0,3,0,approved,0
4254,life,life,sukkur,sindh,32353,53,10,4.4066,0,3,1,approved,0
4255,damage,home,mardan,kpk,17459,44,10,1.8957,0,3,0,in_review,0
4256,auto,auto,lahore,punjab,32489,64,28,1.3325,1,7,3,rejected,1
4257,pet_care,pet,peshawar,kpk,17442,44,6,1.8711,0,4,0,rejected,1
4258,other,pet,multan,punjab,15329,64,16,3.5451,1,5,0,approved,0
4259,home,home,mardan,kpk,8394,53,4,0.9938,0,5,1,approved,0
4260,pet,pet,lahore,punjab,17458,53,2,3.5247,0,5,3,submitted,1
4261,pet,pet,rawalpindi,punjab,10392,58,27,0.4791,0,6,1,approved,0
4262,auto,auto,multan,punjab,12384,58,23,0.8447,0,3,0,rejected,1
4263,damage,auto,rawalpindi,punjab,35659,64,13,1.5702,0,0,0,approved,0
4264,auto,auto,peshawar,kpk,9689,45,3,0.7298,2,8,1,approved,0
4265,theft,home,hyderabad,sindh,18134,53,11,1.5416,0,3,0,approved,0
4266,medical,life,gujranwala,punjab,54504,45,18,2.6655,0,3,0,approved,0
4267,pet,pet,multan,punjab,36814,61,25,3.7941,3,8,2,rejected,1
4268,other,others,abbottabad,kpk,15063,53,24,2.3106,0,1,1,approved,0
4269,pet,pet,sialkot,punjab,7657,64,3,0.5176,0,2,1,approved,0
4270,pet,pet,faisalabad,punjab,19390,53,25,0.9051,0,3,0,submitted,0
4271,damage,home,sukkur,sindh,18086,58,28,4.0974,0,0,0,approved,0
4272,accident,life,islamabad,islamabad,25282,58,10,2.9167,1,3,0,approved,0
4273,pet_care,pet,lahore,punjab,19358,56,1,5.473,1,3,1,approved,0
4274,accident,auto,faisalabad,punjab,32929,45,21,3.4297,1,4,1,approved,0
4275,medical,auto,mardan,kpk,151225,44,2,9.8976,0,4,2,in_review,1
4276,pet,pet,multan,punjab,9757,45,1,0.6722,0,3,1,approved,0
4277,other,home,islamabad,islamabad,39058,56,16,2.1412,2,5,0,approved,0
4278,other,pet,sukkur,sindh,8581,45,21,2.2528,0,6,0,approved,0
4279,life,life,abbottabad,kpk,106229,61,20,44.6716,1,4,0,submitted,0
4280,pet,pet,sialkot,punjab,9383,58,10,0.4454,0,3,0,submitted,0
4281,pet,pet,lahore,punjab,5433,56,13,0.3263,0,5,0,submitted,0
4282,medical,life,gujranwala,punjab,211434,56,34,12.5682,0,4,0,rejected,1
4283,life,life,abbottabad,kpk,170034,61,26,8.7891,0,5,1,in_review,0
4284,medical,life,faisalabad,punjab,16252,58,16,1.6852,1,5,0,approved,0
4285,accident,auto,mardan,kpk,118550,64,26,5.0112,0,6,1,approved,0
4286,medical,life,sukkur,sindh,60798,64,21,3.2643,0,5,0,in_review,1
4287,other,home,karachi,sindh,5301,64,2,0.9343,1,2,1,approved,0
4288,life,life,islamabad,islamabad,239034,58,17,14.593,0,5,0,approved,0
4289,pet,pet,islamabad,islamabad,9227,64,13,0.4459,2,7,2,rejected,1
4290,auto,auto,abbottabad,kpk,117451,58,30,4.8326,0,0,0,approved,0
4291,life,life,faisalabad,punjab,14509,58,13,0.5833,0,5,1,rejected,1
4292,life,life,lahore,punjab,308768,56,23,30.0533,1,1,0,rejected,1
4293,other,others,abbottabad,kpk,5582,61,20,2.5009,0,0,0,approved,0
4294,theft,auto,multan,punjab,39461,44,2,3.5302,0,2,0,submitted,0
4295,damage,home,islamabad,islamabad,59994,45,18,7.2597,0,6,0,approved,0
4296,auto,auto,multan,punjab,38933,61,7,17.1511,1,5,0,rejected,1
4297,pet_care,pet,multan,punjab,9430,64,14,0.775,2,7,0,submitted,0
4298,life,life,sukkur,sindh,34378,56,10,1.5639,0,6,0,approved,0
4299,other,home,abbottabad,kpk,30626,64,6,2.581,1,1,1,in_review,0
4300,auto,auto,peshawar,kpk,31679,61,23,4.8535,0,6,2,rejected,1
4301,accident,auto,gujranwala,punjab,37168,61,5,1.7082,1,7,0,in_review,0
4302,pet_care,pet,mardan,kpk,21838,56,18,9.3046,1,3,0,in_review,0
4303,medical,life,peshawar,kpk,83009,61,7,3.5092,0,4,3,in_review,1
4304,home,home,mardan,kpk,74705,45,9,13.7756,0,6,1,approved,0
4305,accident,life,rawalpindi,punjab,43231,56,6,4.6331,0,0,0,approved,0
4306,auto,auto,abbottabad,kpk,29391,45,19,1.1786,0,1,0,approved,0
4307,medical,auto,peshawar,kpk,33174,45,6,6.0033,2,3,0,submitted,0
4308,life,life,mardan,kpk,155303,64,22,13.2806,1,1,0,approved,0
4309,auto,auto,sukkur,sindh,31558,56,17,1.3527,0,3,0,approved,0
4310,medical,auto,rawalpindi,punjab,52939,44,13,2.51,1,6,3,in_review,1
4311,life,life,rawalpindi,punjab,162456,61,27,6.5029,0,6,0,approved,0
4312,theft,home,sialkot,punjab,7495,58,4,0.7697,3,7,1,rejected,1
4313,pet_care,pet,gujranwala,punjab,5466,44,6,0.2247,0,0,0,approved,0
4314,accident,life,mardan,kpk,15862,53,5,1.3172,1,3,0,approved,0
4315,medical,auto,mardan,kpk,5000,58,24,0.3633,0,6,0,approved,0
4316,theft,auto,abbottabad,kpk,5408,64,5,0.3326,1,1,0,approved,0
4317,accident,life,multan,punjab,64175,44,3,2.7774,1,3,0,approved,0
4318,pet_care,pet,karachi,sindh,45003,53,21,8.4307,0,6,0,approved,0
4319,pet,pet,sukkur,sindh,5000,64,16,0.6894,1,5,2,rejected,1
4320,damage,auto,rawalpindi,punjab,5455,44,25,0.2478,1,2,0,approved,0
4321,theft,home,lahore,punjab,16873,64,4,2.5419,0,0,0,in_review,0
4322,damage,auto,peshawar,kpk,17062,53,25,0.8576,0,4,0,approved,0
4323,medical,life,karachi,sindh,27204,58,27,10.415,0,0,0,approved,0
4324,life,life,quetta,balochistan,18315,56,10,1.4225,0,0,0,approved,0
4325,other,life,islamabad,islamabad,5000,64,17,0.2454,0,2,0,approved,0
4326,pet,pet,karachi,sindh,13813,44,22,4.6228,1,1,0,approved,0
4327,other,home,multan,punjab,34652,64,4,2.3421,1,7,0,rejected,1
4328,home,home,sukkur,sindh,37748,53,24,3.5441,1,5,2,rejected,1
4329,auto,auto,faisalabad,punjab,33905,64,26,2.7159,1,5,1,approved,0
4330,other,life,hyderabad,sindh,68431,58,1,2.9116,4,8,3,in_review,1
4331,accident,auto,sialkot,punjab,117994,58,3,15.3618,0,2,0,approved,0
4332,home,home,sukkur,sindh,52857,45,7,2.7384,4,9,1,rejected,1
4333,auto,auto,faisalabad,punjab,5108,45,3,0.4011,2,7,1,submitted,0
4334,other,life,peshawar,kpk,111258,61,23,4.4958,0,4,0,approved,0
4335,auto,auto,gujranwala,punjab,14952,58,6,0.7676,2,2,3,in_review,1
4336,other,others,lahore,punjab,16108,44,5,3.0187,2,3,0,approved,0
4337,other,life,faisalabad,punjab,23319,45,16,0.9998,1,4,0,submitted,0
4338,theft,auto,peshawar,kpk,5000,64,12,0.9625,2,3,0,approved,0
4339,other,auto,lahore,punjab,26637,45,1,2.468,0,0,0,approved,0
4340,theft,home,multan,punjab,5761,56,30,0.7436,0,3,0,submitted,0
4341,medical,life,hyderabad,sindh,60989,61,30,4.7389,0,4,0,approved,0
4342,other,home,hyderabad,sindh,17809,64,25,0.8116,1,7,1,approved,0
4343,life,life,peshawar,kpk,41332,53,17,3.9754,1,1,0,submitted,0
4344,auto,auto,gujranwala,punjab,56931,45,14,2.846,1,7,3,rejected,1
4345,theft,home,hyderabad,sindh,95417,61,17,4.3236,4,9,2,rejected,1
4346,other,pet,lahore,punjab,33343,61,14,1.5098,0,5,0,approved,0
4347,theft,home,abbottabad,kpk,72814,58,5,2.9143,0,0,2,rejected,1
4348,life,life,gujranwala,punjab,28979,64,25,5.1245,0,6,0,in_review,0
4349,other,pet,karachi,sindh,21899,44,8,1.8496,2,6,0,approved,0
4350,home,home,peshawar,kpk,8168,64,28,0.5708,4,4,3,rejected,1
4351,other,home,sialkot,punjab,57025,61,27,4.9825,0,5,2,rejected,1
4352,home,home,sukkur,sindh,27405,53,25,1.2657,1,7,2,in_review,0
4353,auto,auto,hyderabad,sindh,130683,44,20,9.9115,0,6,0,submitted,0
4354,life,life,lahore,punjab,171298,45,17,11.6134,0,1,0,submitted,0
4355,life,life,karachi,sindh,25143,61,19,2.8471,1,1,1,in_review,0
4356,life,life,quetta,balochistan,50298,53,29,3.3067,0,3,0,approved,0
4357,life,life,islamabad,islamabad,35745,53,26,2.3589,0,3,0,submitted,0
4358,damage,auto,islamabad,islamabad,8024,56,27,4.7819,1,1,0,in_review,0
4359,medical,life,gujranwala,punjab,50783,58,24,3.484,0,6,3,rejected,1
4360,theft,home,sialkot,punjab,9833,61,10,0.6678,0,6,2,rejected,1
4361,medical,life,quetta,balochistan,109750,56,9,6.0369,0,1,1,approved,0
4362,pet_care,pet,sukkur,sindh,18983,53,6,1.1302,1,2,3,rejected,1
4363,pet,pet,hyderabad,sindh,6680,64,2,4.1698,0,2,3,rejected,1
4364,damage,auto,faisalabad,punjab,7347,53,30,1.0003,0,6,0,submitted,0
4365,other,life,gujranwala,punjab,52655,58,28,2.1624,2,7,0,submitted,0
4366,damage,auto,multan,punjab,22595,45,15,1.5098,1,1,0,approved,0
4367,life,life,faisalabad,punjab,244377,64,17,11.0025,4,10,2,rejected,1
4368,accident,auto,rawalpindi,punjab,21486,58,7,2.8424,0,3,0,approved,0
4369,medical,auto,faisalabad,punjab,76505,56,23,3.6191,2,2,0,in_review,0
4370,damage,auto,quetta,balochistan,99066,64,23,55.4992,0,3,0,approved,0
4371,theft,home,hyderabad,sindh,36381,45,1,1.502,0,6,0,submitted,0
4372,auto,auto,lahore,punjab,19082,61,12,1.5434,0,3,1,approved,0
4373,other,life,multan,punjab,31264,53,14,1.8421,2,3,1,rejected,1
4374,medical,life,gujranwala,punjab,59731,64,29,5.8121,0,3,0,approved,0
4375,life,life,quetta,balochistan,40766,56,11,2.7977,1,1,0,approved,0
4376,pet_care,pet,abbottabad,kpk,8402,45,22,0.9085,3,6,0,in_review,1
4377,life,life,sukkur,sindh,28692,44,22,4.2946,1,6,0,approved,0
4378,pet_care,pet,sukkur,sindh,20448,44,19,1.5568,0,2,0,approved,0
4379,home,home,rawalpindi,punjab,53669,61,4,2.4577,1,4,0,approved,0
4380,pet_care,pet,sukkur,sindh,8876,61,21,1.5442,0,6,0,approved,0
4381,pet_care,pet,mardan,kpk,37366,53,26,1.669,0,6,3,in_review,1
4382,life,life,lahore,punjab,242365,53,5,11.1065,2,6,1,approved,0
4383,damage,home,mardan,kpk,15570,45,19,0.9057,1,7,0,approved,0
4384,damage,home,sukkur,sindh,24368,64,30,2.8989,0,2,0,approved,0
4385,theft,auto,karachi,sindh,16068,61,12,2.7415,0,3,2,rejected,1
4386,damage,auto,mardan,kpk,5798,45,26,0.7938,3,5,1,submitted,1
4387,home,home,mardan,kpk,46491,64,6,4.5141,0,2,0,approved,0
4388,home,home,gujranwala,punjab,58681,56,20,4.7202,0,4,3,in_review,1
4389,pet,pet,sukkur,sindh,7716,64,1,1.6139,2,3,0,approved,0
4390,medical,life,peshawar,kpk,14179,58,18,0.5791,0,6,2,submitted,1
4391,medical,life,sukkur,sindh,39410,64,9,5.7166,1,1,0,in_review,0
4392,life,life,multan,punjab,92988,61,21,7.5977,0,5,1,approved,0
4393,theft,home,faisalabad,punjab,5000,45,1,0.5798,0,1,0,approved,0
4394,pet_care,pet,karachi,sindh,11607,44,13,0.5647,0,1,0,approved,0
4395,theft,home,peshawar,kpk,44019,58,30,4.3883,0,6,0,approved,0
4396,theft,auto,quetta,balochistan,20157,64,26,0.8856,0,1,0,approved,0
4397,home,home,sialkot,punjab,197137,58,1,10.5806,0,4,0,approved,0
4398,other,auto,quetta,balochistan,35246,61,22,1.8614,2,6,1,rejected,1
4399,home,home,sukkur,sindh,23034,64,6,1.8012,0,5,0,approved,0
4400,pet_care,pet,karachi,sindh,14375,56,20,1.5705,0,2,1,approved,0
4401,home,home,rawalpindi,punjab,88992,58,0,3.9044,1,2,0,submitted,0
4402,pet,pet,lahore,punjab,11152,64,30,1.1037,1,1,1,approved,0
4403,pet_care,pet,sukkur,sindh,14978,44,24,1.3921,0,0,0,submitted,0
4404,pet,pet,hyderabad,sindh,8528,56,5,0.4183,1,6,0,approved,0
4405,theft,auto,sukkur,sindh,119581,53,22,6.4105,0,6,0,approved,0
4406,life,life,gujranwala,punjab,402117,56,30,82.7912,1,5,0,submitted,1
4407,auto,auto,islamabad,islamabad,16811,58,7,1.021,0,3,1,approved,0
4408,home,home,multan,punjab,31794,61,7,1.3298,0,5,0,submitted,0
4409,home,home,rawalpindi,punjab,10538,58,13,0.9021,0,4,0,approved,0
4410,medical,life,sialkot,punjab,156107,45,6,35.6653,1,5,0,rejected,1
4411,theft,home,mardan,kpk,16351,45,8,2.8516,4,9,2,submitted,1
4412,pet_care,pet,multan,punjab,7057,56,22,0.3941,0,6,0,submitted,1
4413,life,life,peshawar,kpk,50168,58,11,6.7685,0,1,0,approved,0
4414,damage,auto,abbottabad,kpk,29484,44,10,1.7727,0,3,0,submitted,0
4415,life,life,peshawar,kpk,266023,58,28,16.0797,4,8,3,rejected,1
4416,pet_care,pet,sialkot,punjab,65935,64,27,7.2816,0,4,2,approved,0
4417,pet,pet,karachi,sindh,22864,56,30,0.9351,1,3,0,approved,0
4418,medical,auto,mardan,kpk,93738,44,29,16.1034,1,3,0,submitted,0
4419,life,life,gujranwala,punjab,55345,58,7,5.0859,1,2,0,submitted,0
4420,auto,auto,sukkur,sindh,14407,64,0,2.5134,0,5,0,approved,0
4421,life,life,abbottabad,kpk,42391,64,6,4.122,1,2,0,approved,0
4422,pet,pet,karachi,sindh,7337,56,6,0.3346,1,2,0,approved,0
4423,pet_care,pet,gujranwala,punjab,27042,45,17,7.044,0,4,0,approved,0
4424,damage,home,multan,punjab,24603,61,13,1.0264,0,4,0,approved,0
4425,theft,auto,multan,punjab,11042,64,29,1.7508,1,6,1,approved,0
4426,home,home,gujranwala,punjab,12960,64,22,0.8033,2,6,3,in_review,1
4427,life,life,quetta,balochistan,30906,58,10,3.1437,0,1,0,submitted,0
4428,accident,auto,quetta,balochistan,12045,58,14,0.7599,0,3,1,submitted,0
4429,pet,pet,peshawar,kpk,9732,64,2,0.5261,0,1,0,approved,0
4430,medical,auto,quetta,balochistan,115414,44,23,5.5416,1,1,0,approved,0
4431,life,life,quetta,balochistan,201769,61,25,40.9102,0,4,0,approved,0
4432,damage,home,gujranwala,punjab,9663,45,13,0.4196,2,7,0,approved,0
4433,theft,auto,islamabad,islamabad,7842,64,10,0.3238,1,4,0,approved,0
4434,theft,home,karachi,sindh,189769,64,8,11.6045,1,4,2,rejected,1
4435,life,life,multan,punjab,9654,64,23,4.6103,4,4,2,rejected,1
4436,pet,pet,quetta,balochistan,29174,64,25,5.3579,4,5,2,in_review,1
4437,medical,life,multan,punjab,36392,53,29,2.6765,0,1,0,approved,0
4438,accident,life,sukkur,sindh,41593,58,19,2.2642,1,5,1,approved,0
4439,damage,home,islamabad,islamabad,26673,53,4,1.5454,2,7,1,approved,0
4440,other,home,abbottabad,kpk,19375,61,30,6.977,2,6,0,approved,0
4441,medical,life,islamabad,islamabad,220458,44,29,15.5285,0,3,0,approved,0
4442,pet,pet,islamabad,islamabad,7922,45,2,0.8001,0,0,0,approved,0
4443,life,life,sialkot,punjab,135863,45,23,10.9109,4,9,0,rejected,1
4444,pet_care,pet,islamabad,islamabad,21528,64,22,2.4331,0,5,0,approved,0
4445,damage,home,faisalabad,punjab,34700,61,2,6.367,0,6,0,approved,0
4446,home,home,rawalpindi,punjab,32957,44,18,1.9686,0,2,0,in_review,0
4447,home,home,gujranwala,punjab,80740,44,7,23.095,1,5,2,in_review,1
4448,life,life,karachi,sindh,202693,45,23,8.3502,1,4,1,approved,0
4449,medical,life,sukkur,sindh,51079,45,28,14.1532,4,8,3,rejected,1
4450,life,life,faisalabad,punjab,73347,53,1,3.5384,2,3,0,approved,0
4451,medical,life,peshawar,kpk,19369,44,27,0.8212,1,7,0,approved,0
4452,pet_care,pet,hyderabad,sindh,5842,56,22,0.8652,0,6,0,approved,0
4453,theft,auto,gujranwala,punjab,14464,58,12,6.3522,1,5,1,approved,0
4454,auto,auto,multan,punjab,46497,45,12,2.7385,2,3,0,submitted,0
4455,medical,life,sukkur,sindh,61094,64,18,3.4648,1,2,0,submitted,1
4456,damage,auto,multan,punjab,37972,58,13,3.2028,0,1,3,rejected,1
4457,home,home,peshawar,kpk,16757,44,25,2.0826,0,3,0,approved,0
4458,pet,pet,lahore,punjab,19642,56,22,4.1317,0,2,0,submitted,1
4459,pet,pet,sukkur,sindh,6276,61,29,0.2754,1,4,2,rejected,1
4460,accident,auto,faisalabad,punjab,5583,53,1,0.3179,2,5,0,approved,0
4461,pet,pet,sukkur,sindh,6098,61,22,1.1772,0,4,1,approved,0
4462,home,home,peshawar,kpk,15074,64,13,2.3102,0,4,0,approved,0
4463,home,home,sukkur,sindh,64005,53,25,5.817,1,1,2,in_review,1
4464,home,home,sukkur,sindh,44558,64,27,2.7274,0,5,0,approved,0
4465,damage,auto,peshawar,kpk,171739,58,5,17.8116,0,2,2,in_review,1
4466,home,home,abbottabad,kpk,46437,44,10,24.5828,1,4,3,in_review,1
4467,life,life,sukkur,sindh,787310,45,15,101.366,0,4,0,rejected,1
4468,life,life,lahore,punjab,414048,64,35,19.302,0,3,1,submitted,1
4469,theft,auto,karachi,sindh,19170,44,2,1.8283,1,7,0,approved,0
4470,damage,home,peshawar,kpk,20646,64,26,1.5449,1,3,0,in_review,1
4471,other,auto,quetta,balochistan,31497,61,22,5.5707,0,1,0,in_review,0
4472,theft,home,abbottabad,kpk,5447,64,29,0.3117,0,2,0,rejected,1
4473,pet_care,pet,sialkot,punjab,18589,53,19,0.7919,0,1,0,submitted,0
